"MSSubClass","MSZoning","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","LowQualFinSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","Functional","Fireplaces","GarageType","GarageFinish","GarageArea","GarageQual","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition"
"20","RL",10400,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,1988,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",102,"TA","TA","CBlock","Gd","TA","Av","GLQ","Unf",0,916,1845,"GasA","Gd","Y","SBrkr",0,0,1,2,0,3,1,"TA","Typ",1,"Attchd","Fin",604,"TA","Y",197,39,0,0,0,0,0,6,2006,"WD","Normal"
"190","RM",9142,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","2Story",6,8,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","Fa","Stone","Fa","TA","No","Unf","Unf",0,1020,1020,"GasA","Gd","N","FuseP",0,0,0,2,0,4,2,"Fa","Typ",0,"Detchd","Unf",440,"Po","Y",0,60,112,0,0,0,0,4,2006,"WD","Normal"
"20","RL",11310,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1954,"Hip","CompShg","Wd Sdng","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf","Unf",0,1367,1367,"GasA","Ex","Y","SBrkr",0,0,0,1,0,2,1,"TA","Typ",1,"Attchd","Unf",451,"TA","Y",0,30,0,0,0,0,0,6,2006,"WD","Normal"
"60","RL",11317,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",101,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",0,840,840,"GasA","Ex","Y","SBrkr",0,0,0,2,1,3,1,"Gd","Typ",0,"Attchd","RFn",500,"TA","Y",144,68,0,0,0,0,0,9,2007,"WD","Normal"
"50","RL",159000,"Pave","IR2","Low","AllPub","CulDSac","Sev","ClearCr","Norm","Norm","1Fam","1.5Fin",6,7,2006,"Gable","CompShg","Wd Sdng","HdBoard","BrkCmn",472,"Gd","TA","CBlock","Gd","TA","Gd","Rec","Unf",0,747,1444,"GasA","Gd","Y","SBrkr",0,0,1,2,0,4,1,"Gd","Typ",2,"Attchd","Fin",389,"TA","Y",0,98,0,0,0,0,500,6,2007,"WD","Normal"
"30","RL",5350,"Pave","IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",3,2,1966,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","Po","CBlock","TA","TA","No","Unf","Unf",0,728,728,"GasA","Ex","Y","SBrkr",0,0,0,1,0,3,1,"Fa","Mod",0,"Detchd","Unf",0,"TA","Y",263,0,0,0,0,0,450,5,2010,"WD","Normal"
"120","RM",4750,"Pave","IR1","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","TwnhsE","1Story",8,5,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",481,"Gd","TA","PConc","Gd","TA","Gd","GLQ","Unf",0,0,1573,"GasA","Ex","Y","SBrkr",0,1,1,2,0,2,1,"Gd","Typ",1,"Attchd","Fin",538,"TA","Y",123,0,0,0,153,0,0,12,2007,"WD","Family"
"60","RL",8366,"Pave","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",0,798,798,"GasA","Ex","Y","SBrkr",0,0,0,2,1,3,1,"Gd","Typ",0,"Attchd","RFn",520,"TA","Y",138,45,0,0,0,0,0,12,2008,"WD","Normal"
"80","RL",9350,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,7,1991,"Hip","CompShg","HdBoard","HdBoard","BrkFace",108,"TA","TA","CBlock","Gd","TA","Gd","LwQ","ALQ",580,452,1302,"GasA","Ex","Y","SBrkr",0,0,1,2,0,3,1,"Gd","Min1",0,"Attchd","RFn",309,"TA","Y",333,0,0,0,0,0,0,10,2007,"CWD","Normal"
"20","RL",8400,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1957,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec","Unf",0,392,1314,"GasA","TA","Y","SBrkr",0,1,0,1,0,3,1,"TA","Typ",0,"Attchd","RFn",294,"TA","Y",250,0,0,0,0,0,0,6,2010,"WD","Normal"
"60","RL",8738,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",302,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",0,975,975,"GasA","Ex","Y","SBrkr",0,0,0,2,1,4,1,"Gd","Typ",1,"BuiltIn","Fin",429,"TA","Y",192,0,0,0,0,0,0,2,2006,"WD","Normal"
"60","FV",8791,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",6,5,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Rec","Unf",0,361,864,"GasA","Ex","Y","SBrkr",0,0,0,2,1,3,1,"Gd","Typ",0,"Attchd","RFn",673,"TA","Y",216,56,0,0,0,0,0,5,2008,"WD","Normal"
"20","RL",8814,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",180,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",0,270,1604,"GasA","Ex","Y","SBrkr",0,1,0,2,1,3,1,"Gd","Typ",1,"Attchd","RFn",660,"TA","Y",123,110,0,0,0,0,0,3,2009,"WD","Abnorml"
"60","RL",12435,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",172,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",0,602,963,"GasA","Ex","Y","SBrkr",0,0,0,2,1,3,1,"Gd","Typ",1,"Attchd","RFn",564,"TA","Y",0,96,0,245,0,0,0,5,2008,"WD","Normal"
"20","RM",12702,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,5,1956,"Gable","CompShg","BrkFace","BrkFace","None",0,"TA","TA","PConc","TA","TA","No","Rec","Unf",0,0,0,"GasA","Gd","Y","FuseA",0,0,0,1,0,2,1,"TA","Typ",0,"Detchd","Unf",308,"TA","Y",0,45,0,0,0,0,0,12,2008,"WD","Normal"
"80","RL",19296,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","SLvl",6,5,1962,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",399,"TA","TA","CBlock","TA","TA","Gd","Rec","ALQ",690,0,1362,"GasA","TA","Y","SBrkr",0,1,0,1,0,3,1,"TA","Typ",1,"Attchd","Unf",884,"TA","Y",0,0,252,0,0,0,0,5,2009,"WD","Normal"
"60","RL",9588,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,2007,"Gable","CompShg","CemntBd","CmentBd","Stone",270,"Gd","TA","PConc","Ex","TA","No","Unf","Unf",0,1482,1482,"GasA","Ex","Y","SBrkr",0,0,0,2,1,3,1,"Ex","Typ",1,"BuiltIn","Fin",868,"TA","Y",0,148,0,0,0,0,0,11,2007,"New","Partial"
"80","RL",8471,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",6,7,1995,"Gable","CompShg","HdBoard","Plywood","BrkFace",46,"TA","TA","CBlock","Gd","Gd","Av","ALQ","Unf",0,0,506,"GasA","TA","Y","SBrkr",0,1,0,1,0,3,1,"TA","Typ",1,"Attchd","Unf",492,"TA","Y",292,12,0,0,0,0,0,7,2006,"WD","Normal"
"50","RM",5500,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,7,2001,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","LwQ","ALQ",692,0,926,"GasA","TA","Y","SBrkr",390,1,0,1,0,3,1,"TA","Typ",0,"Detchd","Unf",484,"TA","Y",0,0,0,0,0,0,0,4,2010,"WD","Normal"
"30","RM",5232,"Pave","IR3","Bnk","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story",5,5,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf","Unf",0,680,680,"GasA","Gd","N","FuseP",0,0,0,1,0,2,1,"TA","Typ",0,"Detchd","Unf",504,"TA","N",0,0,0,0,0,0,0,6,2008,"WD","Normal"
"20","RL",12090,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1981,"Gable","CompShg","MetalSd","MetalSd","BrkFace",210,"TA","Gd","CBlock","Gd","TA","No","GLQ","LwQ",228,606,1422,"GasA","TA","Y","SBrkr",0,0,0,2,0,3,1,"Gd","Typ",1,"Attchd","Fin",576,"TA","Y",276,0,0,0,0,0,0,6,2008,"WD","Normal"
"60","RL",11207,"Pave","IR1","HLS","AllPub","FR2","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","GLQ","Unf",0,88,802,"GasA","Gd","Y","SBrkr",0,1,0,2,1,3,1,"TA","Typ",1,"Attchd","Fin",413,"TA","Y",95,75,0,0,0,0,0,6,2006,"WD","Normal"
"75","RL",8400,"Pave","Reg","Bnk","AllPub","Inside","Mod","SWISU","Norm","Norm","1Fam","2.5Fin",5,8,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","LwQ","Unf",0,342,720,"GasA","Ex","Y","SBrkr",420,0,0,2,1,4,1,"Gd","Typ",1,"Detchd","Unf",240,"TA","Y",262,24,0,0,0,0,0,7,2008,"WD","Normal"
"30","RM",6900,"Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",5,6,1955,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ","Rec",125,212,740,"GasA","Ex","Y","SBrkr",0,0,0,1,0,2,1,"TA","Typ",1,"Detchd","Fin",924,"Ex","Y",0,25,0,0,0,0,0,2,2008,"WD","Normal"
"20","RL",7917,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",6,7,1976,"Hip","CompShg","HdBoard","HdBoard","BrkFace",174,"TA","Gd","CBlock","TA","Gd","No","BLQ","Unf",0,392,1143,"GasA","TA","Y","SBrkr",0,1,0,1,1,3,1,"TA","Typ",1,"Attchd","RFn",504,"TA","Y",370,30,0,0,0,0,0,5,2007,"WD","Normal"
"60","FV",10728,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Mn","Unf","Unf",0,1095,1095,"GasA","Gd","Y","SBrkr",0,0,0,2,1,3,1,"Gd","Typ",1,"Attchd","RFn",1053,"TA","Y",192,51,0,0,0,0,0,8,2006,"New","Partial"
"20","RL",39104,"Pave","IR1","Low","AllPub","CulDSac","Sev","ClearCr","Norm","Norm","1Fam","1Story",7,7,2005,"Flat","Membran","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Gd","LwQ","GLQ",1063,96,1385,"GasA","Ex","Y","SBrkr",0,1,0,1,0,2,1,"TA","Mod",2,"Attchd","Unf",439,"TA","Y",81,0,0,0,0,0,0,4,2008,"WD","Normal"
"60","RL",11764,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,7,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",348,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",0,628,1152,"GasA","Ex","Y","SBrkr",0,0,0,2,1,4,1,"Gd","Typ",1,"Attchd","Fin",671,"TA","Y",132,57,0,0,0,0,0,4,2010,"WD","Normal"
"20","RL",9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,6,1988,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkCmn",183,"TA","TA","CBlock","TA","TA","No","Rec","LwQ",620,0,1240,"GasA","Gd","Y","SBrkr",0,1,0,2,0,3,1,"TA","Min1",1,"Attchd","RFn",338,"TA","Y",289,0,0,0,0,0,0,4,2009,"WD","Normal"
"20","RL",8314,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,7,1982,"Gable","CompShg","HdBoard","ImStucc","None",0,"TA","TA","CBlock","TA","TA","Gd","ALQ","Unf",0,270,816,"GasA","TA","Y","SBrkr",0,0,0,1,0,2,1,"TA","Typ",0,"Attchd","Unf",264,"TA","Y",168,0,0,0,0,0,0,6,2007,"WD","Normal"
"50","RL",7264,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",7,7,2007,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","BrkTil","TA","TA","No","Unf","Unf",0,952,952,"GasW","Gd","N","SBrkr",0,0,0,2,1,3,1,"Ex","Typ",0,"Detchd","Unf",672,"TA","Y",74,0,0,0,144,0,0,10,2009,"WD","Normal"
"20","RL",9196,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",7,5,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","No","Unf","Unf",0,1560,1560,"GasA","Ex","Y","SBrkr",0,0,0,2,0,3,1,"Gd","Typ",0,"Attchd","Fin",573,"TA","Y",100,150,0,0,0,0,0,4,2010,"WD","Normal"
"20","RL",19138,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","1Story",4,5,1951,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","LwQ","Unf",0,744,864,"GasA","Ex","Y","SBrkr",0,0,0,1,0,2,1,"TA","Typ",0,"Detchd","Unf",400,"TA","Y",0,0,0,0,0,0,0,6,2010,"WD","Normal"
"20","RL",14450,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2007,"Gable","CompShg","CemntBd","CmentBd","BrkFace",315,"Ex","TA","PConc","Ex","TA","Gd","Unf","Unf",0,2121,2121,"GasA","Ex","Y","SBrkr",0,0,0,2,1,3,1,"Ex","Typ",1,"Attchd","Fin",732,"TA","Y",124,98,0,0,142,0,0,5,2007,"New","Partial"
"60","RL",10005,"Pave","Reg","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","2Story",7,5,1977,"Hip","CompShg","Plywood","Plywood","BrkFace",299,"TA","TA","CBlock","Gd","TA","No","BLQ","Unf",0,768,1160,"GasA","Ex","Y","SBrkr",0,0,0,2,1,4,1,"TA","Typ",1,"Attchd","Fin",505,"TA","Y",288,117,0,0,0,0,0,3,2008,"WD","Normal"
"60","RL",11287,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,6,1989,"Gable","CompShg","Plywood","Plywood","BrkFace",340,"Gd","TA","CBlock","Gd","TA","Av","GLQ","Unf",0,386,807,"GasA","Gd","Y","SBrkr",0,0,0,2,1,3,1,"Gd","Typ",1,"Attchd","Fin",575,"TA","Y",0,84,0,196,0,0,0,1,2007,"WD","Normal"
"20","FV",7200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",6,5,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",68,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",0,357,1262,"GasA","Gd","Y","SBrkr",0,0,0,2,0,2,1,"Gd","Typ",0,"Attchd","Fin",572,"TA","Y",0,120,0,0,0,0,0,5,2006,"New","Partial"
"120","RL",5063,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","1Story",7,5,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",166,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",0,410,1314,"GasA","Ex","Y","SBrkr",0,1,0,2,0,2,1,"Gd","Typ",1,"Attchd","RFn",626,"TA","Y",172,62,0,0,0,0,0,4,2009,"ConLw","Normal"
"20","RL",9612,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Feedr","Norm","1Fam","1Story",8,5,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",72,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",0,1468,1468,"GasA","Ex","Y","SBrkr",0,0,0,2,0,3,1,"Gd","Typ",1,"Attchd","Fin",898,"TA","Y",210,150,0,0,0,0,0,12,2009,"New","Partial"
"120","RL",8012,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1992,"Gable","CompShg","Plywood","ImStucc","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",0,1145,1575,"GasA","Gd","Y","SBrkr",0,1,0,2,0,2,1,"Gd","Typ",0,"Attchd","RFn",529,"TA","Y",0,0,52,0,0,0,0,7,2007,"WD","Normal"
"160","FV",4251,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2007,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",0,625,625,"GasA","Ex","Y","SBrkr",0,0,0,2,1,2,1,"Gd","Typ",0,"Detchd","RFn",528,"TA","Y",0,54,0,0,0,0,0,6,2007,"New","Partial"
"50","RL",9786,"Pave","IR1","Bnk","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",6,7,1981,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec","Unf",0,312,912,"GasA","TA","Y","SBrkr",0,0,0,1,1,3,1,"Gd","Typ",1,"Attchd","RFn",440,"TA","Y",0,0,0,0,128,0,0,6,2006,"WD","Normal"
"20","RL",8125,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,4,1971,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ","Unf",0,244,858,"GasA","TA","Y","SBrkr",0,0,0,1,0,3,1,"TA","Typ",0,"Detchd","Unf",0,"TA","Y",0,0,0,0,0,0,0,6,2006,"WD","Normal"
"20","RL",9819,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1967,"Gable","CompShg","MetalSd","MetalSd","BrkFace",31,"TA","Gd","CBlock","TA","TA","No","BLQ","Unf",0,432,882,"GasA","TA","Y","SBrkr",0,0,0,1,0,3,1,"TA","Typ",0,"Detchd","Unf",280,"TA","Y",0,0,0,0,0,0,0,2,2010,"WD","Normal"
"70","RL",8730,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","RRAn","Norm","1Fam","2Story",6,7,2003,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf","Unf",0,698,698,"GasA","Ex","Y","FuseA",0,0,0,1,0,3,1,"TA","Typ",0,"Detchd","Unf",384,"TA","Y",0,0,0,0,259,0,0,7,2007,"WD","Normal"
"60","RL",15611,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf","Unf",0,1079,1079,"GasA","Ex","Y","SBrkr",0,0,0,2,1,3,1,"Gd","Typ",1,"Attchd","RFn",685,"Gd","Y",0,51,0,0,0,0,0,7,2006,"New","Partial"
"190","RL",5687,"Pave","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","2fmCon","2Story",5,6,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Fa","PConc","TA","Fa","No","Rec","Unf",0,570,780,"GasA","Ex","N","SBrkr",0,1,0,2,0,6,1,"Fa","Typ",0,"Detchd","Unf",0,"TA","N",0,184,0,0,0,0,0,3,2008,"WD","Normal"
"50","RL",11409,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,4,2008,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","LwQ","Unf",0,476,768,"GasA","Gd","Y","SBrkr",0,0,0,1,1,3,1,"TA","Min2",1,"Attchd","Unf",281,"TA","Y",0,0,0,0,160,0,0,1,2009,"WD","Normal"
"60","RL",16659,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NWAmes","PosA","Norm","1Fam","2Story",7,7,1994,"Gable","CompShg","Plywood","Plywood","BrkFace",34,"TA","TA","CBlock","TA","TA","No","ALQ","Unf",0,0,795,"GasA","Fa","Y","SBrkr",0,1,0,2,1,3,1,"Gd","Typ",1,"Attchd","Fin",539,"TA","Y",0,250,0,0,0,0,0,3,2006,"WD","Normal"
"20","RL",9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1953,"Hip","CompShg","HdBoard","HdBoard","Stone",238,"TA","TA","CBlock","TA","TA","No","GLQ","Unf",0,131,1416,"GasA","TA","Y","SBrkr",0,1,0,1,0,3,1,"TA","Typ",2,"Attchd","Fin",418,"TA","Y",110,0,0,0,0,0,0,10,2009,"WD","Normal"
"80","RL",7937,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","SLvl",6,6,1984,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Av","GLQ","Unf",0,184,1003,"GasA","TA","Y","SBrkr",0,1,0,1,0,3,1,"TA","Typ",0,"Detchd","Unf",588,"TA","Y",120,0,0,0,0,0,0,3,2006,"WD","Normal"
"50","RM",13710,"Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",5,5,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ","Unf",0,490,910,"GasA","TA","Y","FuseA",0,0,0,1,1,4,1,"TA","Typ",0,"Attchd","Unf",282,"TA","Y",289,0,0,0,0,0,0,6,2007,"WD","Normal"
"60","FV",7399,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",1600,"Gd","TA","PConc","Gd","TA","No","BLQ","Unf",0,326,975,"GasA","Ex","Y","SBrkr",0,0,0,2,1,3,1,"Gd","Typ",1,"Detchd","RFn",576,"TA","Y",0,10,0,0,198,0,0,6,2007,"WD","Normal"
"60","RL",11700,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,6,1968,"Mansard","CompShg","HdBoard","AsphShn","BrkFace",365,"Gd","TA","CBlock","TA","TA","No","ALQ","Rec",175,143,702,"GasA","Gd","Y","SBrkr",0,0,1,1,2,3,1,"TA","Typ",1,"Attchd","Unf",539,"TA","Y",224,0,0,0,0,0,0,6,2007,"WD","Normal"
"20","RL",14000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,8,2004,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","TA","No","Unf","Unf",0,1092,1092,"GasA","Ex","Y","SBrkr",0,0,1,1,0,3,1,"Gd","Typ",1,"Attchd","Unf",300,"TA","Y",0,36,0,0,0,0,0,8,2009,"WD","Family"
"190","RL",15750,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Crawfor","Norm","Norm","2fmCon","1Story",5,5,1953,"Hip","CompShg","MetalSd","MetalSd","BrkFace",56,"TA","TA","CBlock","TA","TA","Mn","BLQ","Unf",0,324,1165,"GasA","TA","Y","SBrkr",0,1,0,1,0,2,1,"TA","Typ",2,"Attchd","Unf",375,"TA","Y",0,0,0,0,0,0,0,6,2006,"WD","Normal"
"60","RL",16226,"Pave","IR3","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",0,747,1028,"GasA","Ex","Y","SBrkr",0,0,0,2,1,4,1,"Gd","Typ",1,"BuiltIn","Fin",683,"TA","Y",208,50,0,0,0,0,0,5,2007,"WD","Normal"
"20","RL",13704,"Pave","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",150,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",0,1541,1541,"GasA","Ex","Y","SBrkr",0,0,0,2,0,3,1,"Gd","Typ",1,"Attchd","RFn",843,"TA","Y",468,81,0,0,0,0,0,1,2006,"WD","Normal"
"20","RL",9800,"Pave","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,7,1972,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","No","ALQ","Unf",0,0,894,"GasA","TA","Y","SBrkr",0,1,0,1,0,3,1,"TA","Typ",0,"Attchd","Unf",552,"TA","Y",256,0,0,0,0,0,0,7,2006,"WD","Abnorml"
"75","RM",18386,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2.5Fin",7,9,2002,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf","Unf",0,1470,1470,"GasA","Ex","Y","SBrkr",0,0,0,3,0,3,1,"Gd","Typ",1,"Attchd","Unf",870,"TA","Y",302,0,0,0,0,0,0,5,2008,"WD","Normal"
"20","RL",10386,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2005,"Gable","CompShg","CemntBd","CmentBd","Stone",246,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",0,536,2000,"GasA","Ex","Y","SBrkr",0,1,0,2,0,3,1,"Gd","Typ",0,"Attchd","Fin",888,"TA","Y",168,0,0,0,0,0,0,7,2007,"WD","Normal"
